date,chrome-version,chrome-interop-2023-events,chrome-interop-2024-layout,chrome-interop-2025-anchor-positioning,chrome-interop-2025-backdrop-filter,chrome-interop-2025-core-web-vitals,chrome-interop-2025-details,chrome-interop-2025-modules,chrome-interop-2025-navigation,chrome-interop-2025-remove-mutation-events,chrome-interop-2025-scope,chrome-interop-2025-scrollend,chrome-interop-2025-storageaccess,chrome-interop-2025-textdecoration,chrome-interop-2025-urlpattern,chrome-interop-2025-view-transitions,chrome-interop-2025-webassembly,chrome-interop-2025-webcompat,chrome-interop-2025-webrtc,chrome-interop-2025-writingmodes,firefox-version,firefox-interop-2023-events,firefox-interop-2024-layout,firefox-interop-2025-anchor-positioning,firefox-interop-2025-backdrop-filter,firefox-interop-2025-core-web-vitals,firefox-interop-2025-details,firefox-interop-2025-modules,firefox-interop-2025-navigation,firefox-interop-2025-remove-mutation-events,firefox-interop-2025-scope,firefox-interop-2025-scrollend,firefox-interop-2025-storageaccess,firefox-interop-2025-textdecoration,firefox-interop-2025-urlpattern,firefox-interop-2025-view-transitions,firefox-interop-2025-webassembly,firefox-interop-2025-webcompat,firefox-interop-2025-webrtc,firefox-interop-2025-writingmodes,safari-version,safari-interop-2023-events,safari-interop-2024-layout,safari-interop-2025-anchor-positioning,safari-interop-2025-backdrop-filter,safari-interop-2025-core-web-vitals,safari-interop-2025-details,safari-interop-2025-modules,safari-interop-2025-navigation,safari-interop-2025-remove-mutation-events,safari-interop-2025-scope,safari-interop-2025-scrollend,safari-interop-2025-storageaccess,safari-interop-2025-textdecoration,safari-interop-2025-urlpattern,safari-interop-2025-view-transitions,safari-interop-2025-webassembly,safari-interop-2025-webcompat,safari-interop-2025-webrtc,safari-interop-2025-writingmodes,interop-interop-2023-events,interop-interop-2024-layout,interop-interop-2025-anchor-positioning,interop-interop-2025-backdrop-filter,interop-interop-2025-core-web-vitals,interop-interop-2025-details,interop-interop-2025-modules,interop-interop-2025-navigation,interop-interop-2025-remove-mutation-events,interop-interop-2025-scope,interop-interop-2025-scrollend,interop-interop-2025-storageaccess,interop-interop-2025-textdecoration,interop-interop-2025-urlpattern,interop-interop-2025-view-transitions,interop-interop-2025-webassembly,interop-interop-2025-webcompat,interop-interop-2025-webrtc,interop-interop-2025-writingmodes,revision,metadata-revision
2025-03-22T01:58:50.944000+00:00,134.0.6998.165,904,997,977,946,751,1000,946,883,1000,1000,1000,696,911,984,956,400,924,118,985,136.0.2,928,958,151,813,559,488,118,7,400,146,410,808,991,1,66,400,585,808,949,18.3 (20620.2.4.11.5),820,942,150,800,44,481,824,7,300,780,17,330,738,1,861,0,417,712,218,748,914,150,733,44,455,118,4,300,115,8,284,738,1,59,0,371,41,218,02db8c4f0e4c9402050c904ab28dc15ec4ad2d5d,f96f85cd5c9b91b0ef5b3370a880a8bb5b6683a6
2025-03-24T02:04:57.576000+00:00,134.0.6998.165,904,997,977,946,742,1000,946,883,1000,1000,1000,696,911,984,952,400,924,118,985,136.0.2,928,958,151,813,559,488,118,7,400,146,410,812,991,1,66,400,585,808,949,18.3 (20620.2.4.11.5),820,943,150,800,44,481,824,7,300,780,26,330,738,1,865,0,417,712,218,748,914,150,733,44,455,118,4,300,115,8,284,738,1,63,0,371,41,218,d8d2c7532404518a1a204943d32d93611119c0d8,f96f85cd5c9b91b0ef5b3370a880a8bb5b6683a6
2025-03-31T02:08:31.478000+00:00,134.0.6998.165,904,997,973,959,751,1000,946,902,1000,1000,1000,696,911,977,952,400,924,118,985,136.0.4,928,958,146,824,559,488,150,4,400,146,928,812,991,1,66,400,585,808,949,18.3 (20620.2.4.11.5),820,942,145,810,44,481,856,4,300,780,26,330,738,1,861,0,417,712,218,748,914,145,743,44,455,118,4,300,115,26,284,738,1,59,0,371,41,218,bd675eac22189c59cd721d7b51ad0cbbfb43e8ce,f96f85cd5c9b91b0ef5b3370a880a8bb5b6683a6
2025-04-01T02:23:26.935000+00:00,134.0.6998.165,904,997,969,959,742,1000,946,902,1000,1000,1000,696,911,977,952,400,924,118,985,136.0.4,928,958,146,824,559,488,150,4,400,146,928,808,991,1,66,400,585,808,949,18.4 (20621.1.15.11.10),820,944,145,810,44,725,856,4,300,791,26,330,738,1,878,0,512,712,713,748,915,145,743,44,488,118,4,300,115,26,284,738,1,63,0,373,41,689,83852c0f8df29c90e613454dedab1cac690b7c15,f96f85cd5c9b91b0ef5b3370a880a8bb5b6683a6
2025-04-02T02:04:17.190000+00:00,135.0.7049.42,904,997,972,959,751,1000,946,981,1000,1000,1000,696,911,977,960,400,933,118,1000,137.0,928,959,146,824,559,488,150,4,400,146,928,812,1000,1,66,400,603,808,976,18.4 (20621.1.15.11.10),820,944,145,810,44,725,856,4,300,791,26,330,738,1,874,0,512,712,713,748,915,145,743,44,488,118,4,300,115,26,284,738,1,59,0,382,41,707,be7f562d5c47fb38075e0050c0361996fce83de1,f96f85cd5c9b91b0ef5b3370a880a8bb5b6683a6
2025-04-07T02:06:20.639000+00:00,135.0.7049.42,904,997,972,959,751,993,946,981,1000,1000,1000,696,911,977,960,400,926,118,1000,137.0,928,959,146,824,559,514,150,4,400,146,928,812,1000,1,67,400,739,808,976,18.4 (20621.1.15.11.10),820,944,145,810,44,724,856,4,300,791,26,330,738,1,881,0,649,712,713,748,915,145,743,44,514,118,4,300,115,26,284,738,1,63,0,564,41,707,e791d508e90e8756da2d638f073334863f2a7ff9,f96f85cd5c9b91b0ef5b3370a880a8bb5b6683a6
2025-04-09T02:08:59.414000+00:00,135.0.7049.84,904,997,972,959,734,993,946,981,1000,1000,1000,696,911,977,963,400,926,118,1000,137.0.1,928,959,146,824,575,514,150,4,400,146,928,812,1000,1,67,400,739,808,976,18.4 (20621.1.15.11.10),820,944,145,810,44,724,862,4,300,791,17,330,738,1,881,0,649,712,713,748,915,145,743,44,514,118,4,300,115,17,284,738,1,63,0,564,41,707,4058ec7dcac51731aff1ab6df8d5a26943cec462,f96f85cd5c9b91b0ef5b3370a880a8bb5b6683a6
2025-04-10T02:07:54.980000+00:00,135.0.7049.84,904,997,972,959,742,993,946,981,1000,1000,1000,696,911,977,963,400,926,118,1000,137.0.1,928,959,146,824,559,514,150,4,400,146,928,808,1000,1,67,400,727,808,976,18.4 (20621.1.15.11.10),796,944,145,810,44,724,862,4,300,791,26,330,738,1,881,0,649,712,713,724,915,145,743,44,514,118,4,300,115,26,284,738,1,63,0,564,41,707,8bda5acdd38e2591456da5ffc09a0cc294c50c50,f96f85cd5c9b91b0ef5b3370a880a8bb5b6683a6
2025-04-12T02:01:31.179000+00:00,135.0.7049.84,904,997,972,959,751,993,946,981,1000,1000,1000,696,911,977,963,400,926,118,1000,137.0.1,928,959,146,824,575,514,150,4,400,146,928,808,1000,1,67,400,739,808,976,18.4 (20621.1.15.11.10),820,944,145,810,44,724,856,4,300,791,26,330,738,1,881,0,649,712,713,748,915,145,743,44,514,118,4,300,115,26,284,738,1,63,0,564,41,707,42329bc44a2ca90d1be599169588fbe73b3e23bf,f96f85cd5c9b91b0ef5b3370a880a8bb5b6683a6
2025-04-13T03:30:20.905000+00:00,135.0.7049.84,904,997,972,959,751,993,946,981,1000,1000,1000,696,911,977,958,400,926,118,1000,137.0.1,928,959,146,824,575,514,150,4,400,146,928,812,1000,1,67,400,739,808,976,18.4 (20621.1.15.11.10),820,944,145,810,44,724,856,4,300,791,26,330,738,1,881,0,649,712,713,748,915,145,743,44,514,118,4,300,115,26,284,738,1,63,0,564,41,707,345da84d875becd82120ac159d86acc3b40921f1,f96f85cd5c9b91b0ef5b3370a880a8bb5b6683a6
2025-04-14T02:13:36.552000+00:00,135.0.7049.84,904,997,972,959,751,993,946,981,1000,1000,1000,696,911,977,960,400,926,118,1000,137.0.1,928,959,146,824,575,514,150,4,400,146,928,812,1000,1,67,400,739,808,976,18.4 (20621.1.15.11.10),820,944,145,810,44,724,862,4,300,791,26,330,738,1,881,0,649,712,713,748,915,145,743,44,514,118,4,300,115,26,284,738,1,63,0,564,41,707,9195b5520e60443329d238dc6e9927038b7a9a6f,f96f85cd5c9b91b0ef5b3370a880a8bb5b6683a6
2025-04-16T02:06:45.602000+00:00,135.0.7049.95,904,997,972,959,751,993,946,981,1000,1000,1000,696,911,977,960,400,926,118,1000,137.0.2,928,959,146,824,575,514,150,4,400,146,928,812,1000,1,67,400,739,808,976,18.4 (20621.1.15.11.10),820,944,145,810,44,724,856,4,300,791,17,330,738,1,881,0,649,712,713,748,915,145,743,44,514,118,4,300,115,17,284,738,1,63,0,564,41,707,ee13c18d3088687e88fab6480cb3bebb0fd2c1d0,f96f85cd5c9b91b0ef5b3370a880a8bb5b6683a6
2025-04-17T02:10:05.892000+00:00,135.0.7049.95,904,997,972,959,751,993,946,981,1000,1000,1000,696,911,977,963,400,926,118,1000,137.0.2,928,959,146,824,575,514,150,4,400,146,928,812,1000,1,67,400,739,808,976,18.4 (20621.1.15.11.10),820,944,145,810,44,724,856,4,300,791,26,330,738,1,877,0,649,712,713,748,915,145,743,44,514,118,4,300,115,26,284,738,1,59,0,564,41,707,598b01670a3b892b6147f015a9799b6c595bdb50,f96f85cd5c9b91b0ef5b3370a880a8bb5b6683a6
2025-04-18T02:02:36.749000+00:00,135.0.7049.95,904,997,972,959,751,993,946,981,1000,1000,1000,696,911,977,960,400,926,118,1000,137.0.2,928,959,146,824,575,514,150,4,400,146,928,812,1000,1,67,400,739,808,976,18.4 (20621.1.15.11.10),820,944,145,810,44,724,862,4,300,791,26,330,738,1,877,0,649,712,713,748,915,145,743,44,514,118,4,300,115,26,284,738,1,59,0,564,41,707,28bdfc26ef2182d1085aa84297403f0dcf7450dd,f96f85cd5c9b91b0ef5b3370a880a8bb5b6683a6
2025-04-20T02:17:17.063000+00:00,135.0.7049.95,904,997,972,959,759,993,946,981,1000,1000,1000,696,911,977,956,400,926,118,1000,137.0.2,928,959,146,824,575,514,150,4,400,146,928,808,1000,1,67,400,739,808,976,18.4 (20621.1.15.11.10),820,944,145,810,44,724,856,4,300,791,26,330,738,1,877,0,649,712,713,748,915,145,743,44,514,118,4,300,115,26,284,738,1,59,0,564,41,707,8d124dbe46f46f55531f28f13eccf1113f794c12,f96f85cd5c9b91b0ef5b3370a880a8bb5b6683a6
2025-04-22T02:06:01.730000+00:00,135.0.7049.95,904,997,972,959,742,993,946,981,1000,1000,1000,696,911,977,963,400,926,118,1000,137.0.2,928,959,146,824,575,514,150,4,400,146,928,812,1000,1,67,400,727,808,976,18.4 (20621.1.15.11.10),820,944,145,810,44,724,862,4,300,791,26,330,738,1,881,0,649,712,713,748,915,145,743,44,514,118,4,300,115,26,284,738,1,63,0,564,41,707,e116527062d51cd03acd6c75f300e8e63cf748d6,f96f85cd5c9b91b0ef5b3370a880a8bb5b6683a6
2025-04-24T02:07:11.432000+00:00,135.0.7049.114,904,997,971,959,751,993,946,981,1000,1000,1000,696,911,977,963,400,926,118,1000,137.0.2,928,959,146,824,575,514,150,4,400,146,928,812,1000,1,67,400,739,808,976,18.4 (20621.1.15.11.10),820,944,145,810,44,724,856,4,300,791,26,330,738,1,881,0,649,712,713,748,915,145,743,44,514,118,4,300,115,26,284,738,1,63,0,564,41,707,a09cf15dff82d741996db438e5804f1c04f46d3b,f96f85cd5c9b91b0ef5b3370a880a8bb5b6683a6
2025-04-27T02:17:57.446000+00:00,135.0.7049.114,904,997,970,959,751,993,946,981,1000,1000,1000,696,911,977,960,400,926,118,1000,137.0.2,928,959,147,824,575,514,150,4,400,146,928,812,1000,1,67,400,739,801,976,18.4 (20621.1.15.11.10),796,944,146,810,44,724,856,4,300,791,26,330,738,1,877,0,649,731,713,724,915,146,743,44,514,118,4,300,115,26,284,738,1,59,0,564,41,707,cae0369c7e2b6b4c6568843f73c7e1a5a3aae9b8,f96f85cd5c9b91b0ef5b3370a880a8bb5b6683a6
2025-04-30T02:07:38.400000+00:00,136.0.7103.49,928,999,987,959,751,1000,946,981,1000,1000,1000,696,911,977,945,500,975,118,1000,138.0,904,958,147,824,584,514,989,4,400,146,928,808,1000,1,44,500,873,801,982,18.4 (20621.1.15.11.10),796,944,146,810,44,724,856,4,300,791,26,330,738,1,881,0,649,731,713,748,915,146,743,44,514,791,4,300,115,26,284,738,1,44,0,613,41,713,e115cf56cdf632636c71a84234d157ea2fd6b85a,f96f85cd5c9b91b0ef5b3370a880a8bb5b6683a6
2025-05-01T02:22:38.465000+00:00,136.0.7103.49,928,999,987,959,742,1000,946,981,1000,1000,1000,696,911,977,952,500,975,118,1000,138.0,904,958,147,824,575,514,989,4,400,146,928,812,1000,1,44,500,873,801,982,18.4 (20621.1.15.11.10),796,944,146,810,44,724,862,4,300,791,17,330,738,1,881,0,649,731,713,748,915,146,743,44,514,798,4,300,115,17,284,738,1,44,0,613,41,713,91e1c349f9540b482d55a4050480c93b08f68c20,f96f85cd5c9b91b0ef5b3370a880a8bb5b6683a6
